first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased,weekly_first_dose,weekly_second_dose,weekly_third_dose,weekly_fourth_dose
11/04/2021,17/04/2021,60-64,נקבה,5709,15,7,643,703,,0
11/04/2021,17/04/2021,65-69,נקבה,4494,7,7,536,571,,0
11/04/2021,17/04/2021,65-69,זכר,2950,7,7,378,426,,0
11/04/2021,17/04/2021,65-69,לא ידוע,7,0,0,7,7,,0
11/04/2021,17/04/2021,70-74,לא ידוע,7,0,0,7,7,,0
11/04/2021,17/04/2021,70-74,זכר,2296,7,7,332,308,,0
11/04/2021,17/04/2021,70-74,נקבה,3293,7,7,454,433,,0
11/04/2021,17/04/2021,75-79,זכר,1145,7,7,168,161,,0
11/04/2021,17/04/2021,75-79,נקבה,1466,17,7,254,304,,0
11/04/2021,17/04/2021,75-79,לא ידוע,7,0,0,7,7,,0
11/04/2021,17/04/2021,80+,זכר,1800,7,7,275,279,,0
11/04/2021,17/04/2021,80+,נקבה,3312,22,7,644,566,,0
11/04/2021,17/04/2021,80+,לא ידוע,7,0,0,,7,,0
18/04/2021,24/04/2021,0-19,זכר,45606,209,0,2504,2666,,0
18/04/2021,24/04/2021,0-19,לא ידוע,188,0,0,17,7,,0
18/04/2021,24/04/2021,0-19,נקבה,41141,248,0,2608,2576,,0
18/04/2021,24/04/2021,20-24,זכר,5983,21,0,2736,3123,,0
18/04/2021,24/04/2021,20-24,לא ידוע,61,7,0,30,25,,0
18/04/2021,24/04/2021,20-24,נקבה,7805,26,0,2545,3201,,0
18/04/2021,24/04/2021,25-29,זכר,7132,22,0,2316,3031,,0
18/04/2021,24/04/2021,25-29,נקבה,8785,30,0,2449,3027,,0
18/04/2021,24/04/2021,25-29,לא ידוע,65,7,0,31,29,,0
18/04/2021,24/04/2021,30-34,זכר,7400,24,0,1963,2490,,0
18/04/2021,24/04/2021,30-34,נקבה,9499,24,0,2182,2734,,0
18/04/2021,24/04/2021,30-34,לא ידוע,75,0,0,29,32,,0
18/04/2021,24/04/2021,35-39,זכר,7130,18,0,1608,1941,,0
18/04/2021,24/04/2021,35-39,לא ידוע,68,7,0,24,27,,0
18/04/2021,24/04/2021,35-39,נקבה,8689,27,0,1762,2087,,0
18/04/2021,24/04/2021,40-44,לא ידוע,44,0,0,22,22,,0
18/04/2021,24/04/2021,40-44,נקבה,8213,27,0,1342,1601,,0
18/04/2021,24/04/2021,40-44,זכר,6472,30,7,1290,1621,,0
18/04/2021,24/04/2021,45-49,לא ידוע,35,7,0,7,7,,0
18/04/2021,24/04/2021,45-49,נקבה,7910,29,0,1258,1192,,0
18/04/2021,24/04/2021,45-49,זכר,6279,22,0,1179,1266,,0
18/04/2021,24/04/2021,50-54,זכר,4961,7,7,894,981,,0
18/04/2021,24/04/2021,50-54,נקבה,7094,7,0,994,964,,0
18/04/2021,24/04/2021,50-54,לא ידוע,32,0,0,7,7,,0
18/04/2021,24/04/2021,55-59,זכר,4181,7,7,668,747,,0
18/04/2021,24/04/2021,55-59,לא ידוע,20,0,0,7,7,,0
18/04/2021,24/04/2021,55-59,נקבה,6414,18,0,859,823,,0
18/04/2021,24/04/2021,60-64,לא ידוע,15,0,0,7,7,,0
18/04/2021,24/04/2021,60-64,זכר,3694,7,7,561,575,,0
18/04/2021,24/04/2021,60-64,נקבה,5982,7,0,654,694,,0
18/04/2021,24/04/2021,65-69,נקבה,4592,7,7,536,522,,0
18/04/2021,24/04/2021,65-69,זכר,3126,7,7,458,407,,0
18/04/2021,24/04/2021,65-69,לא ידוע,7,0,0,7,7,,0
18/04/2021,24/04/2021,70-74,לא ידוע,7,0,0,7,7,,0
18/04/2021,24/04/2021,70-74,זכר,2485,7,0,301,308,,0
18/04/2021,24/04/2021,70-74,נקבה,3365,7,7,444,451,,0
18/04/2021,24/04/2021,75-79,זכר,1249,7,7,161,168,,0
18/04/2021,24/04/2021,75-79,נקבה,1549,7,0,244,282,,0
18/04/2021,24/04/2021,75-79,לא ידוע,7,0,0,,,,
18/04/2021,24/04/2021,80+,זכר,1863,7,7,217,313,,0
18/04/2021,24/04/2021,80+,נקבה,3530,17,7,478,706,,0
18/04/2021,24/04/2021,80+,לא ידוע,7,0,0,7,,,0
25/04/2021,01/05/2021,0-19,זכר,35205,164,0,1888,2651,,0
25/04/2021,01/05/2021,0-19,לא ידוע,156,7,0,7,7,,0
25/04/2021,01/05/2021,0-19,נקבה,33118,156,0,1823,2842,,0
25/04/2021,01/05/2021,20-24,זכר,5008,7,0,1883,3030,,0
25/04/2021,01/05/2021,20-24,לא ידוע,57,0,0,24,36,,0
25/04/2021,01/05/2021,20-24,נקבה,6405,7,0,1839,3112,,0
25/04/2021,01/05/2021,25-29,זכר,6296,19,0,1683,2693,,0
25/04/2021,01/05/2021,25-29,נקבה,7906,7,0,1780,3046,,0
25/04/2021,01/05/2021,25-29,לא ידוע,65,0,0,19,27,,0
25/04/2021,01/05/2021,30-34,זכר,7084,7,0,1514,2266,,0
25/04/2021,01/05/2021,30-34,נקבה,8658,19,0,1693,2788,,0
25/04/2021,01/05/2021,30-34,לא ידוע,78,0,0,32,37,,0
25/04/2021,01/05/2021,35-39,זכר,6551,7,0,1179,1821,,0
25/04/2021,01/05/2021,35-39,לא ידוע,65,0,0,15,31,,0
25/04/2021,01/05/2021,35-39,נקבה,7805,15,0,1318,2040,,0
25/04/2021,01/05/2021,40-44,לא ידוע,30,0,0,7,7,,0
25/04/2021,01/05/2021,40-44,נקבה,7277,7,0,983,1469,,0
25/04/2021,01/05/2021,40-44,זכר,6194,7,0,1016,1446,,0
25/04/2021,01/05/2021,45-49,לא ידוע,31,7,0,7,7,,0
25/04/2021,01/05/2021,45-49,נקבה,7016,18,0,905,1303,,0
25/04/2021,01/05/2021,45-49,זכר,5855,7,7,918,1272,,0
25/04/2021,01/05/2021,50-54,זכר,4578,7,7,638,890,,0
25/04/2021,01/05/2021,50-54,נקבה,6003,7,0,716,984,,0
25/04/2021,01/05/2021,50-54,לא ידוע,28,0,0,7,7,,0
25/04/2021,01/05/2021,55-59,זכר,3927,7,7,477,700,,0
25/04/2021,01/05/2021,55-59,לא ידוע,17,0,0,7,7,,0
25/04/2021,01/05/2021,55-59,נקבה,5377,7,0,570,814,,0
25/04/2021,01/05/2021,60-64,לא ידוע,7,0,0,7,7,,0
25/04/2021,01/05/2021,60-64,זכר,3373,7,0,364,527,,0
25/04/2021,01/05/2021,60-64,נקבה,5014,7,7,516,682,,0
25/04/2021,01/05/2021,65-69,נקבה,3677,7,7,358,524,,0
25/04/2021,01/05/2021,65-69,זכר,2837,7,7,301,403,,0
25/04/2021,01/05/2021,65-69,לא ידוע,7,0,0,7,7,,0
25/04/2021,01/05/2021,70-74,לא ידוע,7,0,0,7,7,,0
25/04/2021,01/05/2021,70-74,זכר,2133,7,0,231,346,,0
25/04/2021,01/05/2021,70-74,נקבה,2524,7,0,318,480,,0
25/04/2021,01/05/2021,75-79,זכר,1055,0,0,105,167,,0
25/04/2021,01/05/2021,75-79,נקבה,1206,7,7,174,284,,0
25/04/2021,01/05/2021,75-79,לא ידוע,7,0,0,7,7,,0
25/04/2021,01/05/2021,80+,זכר,1279,7,7,193,360,,0
25/04/2021,01/05/2021,80+,נקבה,2112,7,7,333,746,,0
25/04/2021,01/05/2021,80+,לא ידוע,7,0,0,,7,,0
02/05/2021,08/05/2021,0-19,זכר,36012,85,0,1449,1862,,0
02/05/2021,08/05/2021,0-19,לא ידוע,170,7,0,7,7,,0
02/05/2021,08/05/2021,0-19,נקבה,32141,108,0,1441,2060,,0
02/05/2021,08/05/2021,20-24,זכר,4705,7,0,1317,2029,,0
02/05/2021,08/05/2021,20-24,לא ידוע,55,0,0,19,27,,0
02/05/2021,08/05/2021,20-24,נקבה,5980,7,0,1366,1961,,0
02/05/2021,08/05/2021,25-29,זכר,6008,7,0,1186,1802,,0
02/05/2021,08/05/2021,25-29,נקבה,7697,7,0,1301,1954,,0
02/05/2021,08/05/2021,25-29,לא ידוע,84,0,0,25,19,,0
02/05/2021,08/05/2021,30-34,זכר,6683,7,0,1132,1540,,0
02/05/2021,08/05/2021,30-34,נקבה,8435,7,0,1274,1888,,0
02/05/2021,08/05/2021,30-34,לא ידוע,85,0,0,25,21,,0
02/05/2021,08/05/2021,35-39,זכר,6269,7,0,944,1216,,0
02/05/2021,08/05/2021,35-39,לא ידוע,78,0,0,29,25,,0
02/05/2021,08/05/2021,35-39,נקבה,7592,15,0,1028,1403,,0
02/05/2021,08/05/2021,40-44,לא ידוע,43,0,0,17,20,,0
02/05/2021,08/05/2021,40-44,נקבה,7012,7,0,747,1032,,0
02/05/2021,08/05/2021,40-44,זכר,5719,7,0,777,996,,0
02/05/2021,08/05/2021,45-49,לא ידוע,49,0,0,17,16,,0
02/05/2021,08/05/2021,45-49,נקבה,6746,7,0,621,831,,0
02/05/2021,08/05/2021,45-49,זכר,5282,7,7,606,771,,0
02/05/2021,08/05/2021,50-54,זכר,4279,7,7,469,530,,0
02/05/2021,08/05/2021,50-54,נקבה,5710,7,7,554,651,,0
02/05/2021,08/05/2021,50-54,לא ידוע,37,0,0,15,7,,0
02/05/2021,08/05/2021,55-59,זכר,3704,7,0,377,416,,0
02/05/2021,08/05/2021,55-59,לא ידוע,25,7,0,7,16,,0
02/05/2021,08/05/2021,55-59,נקבה,5233,7,7,408,516,,0
02/05/2021,08/05/2021,60-64,לא ידוע,17,0,0,7,7,,0
02/05/2021,08/05/2021,60-64,זכר,3178,7,0,255,326,,0
02/05/2021,08/05/2021,60-64,נקבה,4892,7,0,334,461,,0
02/05/2021,08/05/2021,65-69,נקבה,3604,7,7,282,368,,0
02/05/2021,08/05/2021,65-69,זכר,2699,7,0,221,262,,0
02/05/2021,08/05/2021,65-69,לא ידוע,7,0,0,7,7,,0
02/05/2021,08/05/2021,70-74,לא ידוע,7,0,0,7,7,,0
02/05/2021,08/05/2021,70-74,זכר,1984,7,7,168,206,,0
02/05/2021,08/05/2021,70-74,נקבה,2539,7,7,199,344,,0
02/05/2021,08/05/2021,75-79,זכר,966,0,0,77,112,,0
02/05/2021,08/05/2021,75-79,נקבה,1197,7,0,124,186,,0
02/05/2021,08/05/2021,75-79,לא ידוע,7,0,0,7,7,,0
02/05/2021,08/05/2021,80+,זכר,1337,7,7,126,231,,0
02/05/2021,08/05/2021,80+,נקבה,2476,7,7,230,516,,0
02/05/2021,08/05/2021,80+,לא ידוע,7,0,0,,,,
09/05/2021,15/05/2021,0-19,זכר,30284,84,0,989,1624,,0
09/05/2021,15/05/2021,0-19,לא ידוע,113,0,0,15,19,,0
09/05/2021,15/05/2021,0-19,נקבה,25655,63,0,1006,1839,,0
09/05/2021,15/05/2021,20-24,זכר,4346,7,0,954,1560,,0
09/05/2021,15/05/2021,20-24,לא ידוע,58,0,0,26,25,,0
09/05/2021,15/05/2021,20-24,נקבה,5130,7,0,864,1542,,0
09/05/2021,15/05/2021,25-29,זכר,5488,7,0,866,1433,,0
09/05/2021,15/05/2021,25-29,נקבה,6479,7,0,881,1537,,0
09/05/2021,15/05/2021,25-29,לא ידוע,82,0,0,30,28,,0
09/05/2021,15/05/2021,30-34,זכר,5839,7,0,801,1269,,0
09/05/2021,15/05/2021,30-34,נקבה,6516,7,0,820,1449,,0
09/05/2021,15/05/2021,30-34,לא ידוע,72,0,0,29,24,,0
09/05/2021,15/05/2021,35-39,זכר,5222,7,0,696,986,,0
09/05/2021,15/05/2021,35-39,לא ידוע,86,0,0,18,30,,0
09/05/2021,15/05/2021,35-39,נקבה,5782,7,0,681,1133,,0
09/05/2021,15/05/2021,40-44,לא ידוע,48,0,0,7,20,,0
09/05/2021,15/05/2021,40-44,נקבה,5268,7,0,510,816,,0
09/05/2021,15/05/2021,40-44,זכר,4782,7,0,549,789,,0
09/05/2021,15/05/2021,45-49,לא ידוע,30,0,0,7,7,,0
09/05/2021,15/05/2021,45-49,נקבה,5401,7,0,423,651,,0
09/05/2021,15/05/2021,45-49,זכר,4627,7,0,472,687,,0
09/05/2021,15/05/2021,50-54,זכר,3712,7,7,350,490,,0
09/05/2021,15/05/2021,50-54,נקבה,4786,7,0,378,526,,0
09/05/2021,15/05/2021,50-54,לא ידוע,38,0,0,7,7,,0
09/05/2021,15/05/2021,55-59,זכר,3268,7,7,245,355,,0
09/05/2021,15/05/2021,55-59,לא ידוע,20,0,0,7,7,,0
09/05/2021,15/05/2021,55-59,נקבה,4441,7,0,305,450,,0
09/05/2021,15/05/2021,60-64,לא ידוע,18,0,0,7,7,,0
09/05/2021,15/05/2021,60-64,זכר,2851,7,7,185,303,,0
09/05/2021,15/05/2021,60-64,נקבה,4076,7,0,233,379,,0
09/05/2021,15/05/2021,65-69,נקבה,2987,7,0,167,320,,0
09/05/2021,15/05/2021,65-69,זכר,2344,7,7,142,240,,0
09/05/2021,15/05/2021,65-69,לא ידוע,7,0,0,7,7,,0
09/05/2021,15/05/2021,70-74,לא ידוע,7,0,0,7,7,,0
09/05/2021,15/05/2021,70-74,זכר,1737,7,0,107,179,,0
09/05/2021,15/05/2021,70-74,נקבה,2066,7,0,148,297,,0
09/05/2021,15/05/2021,75-79,זכר,818,7,0,62,86,,0
09/05/2021,15/05/2021,75-79,נקבה,886,7,0,91,165,,0
09/05/2021,15/05/2021,75-79,לא ידוע,7,0,0,7,,,0
09/05/2021,15/05/2021,80+,זכר,959,7,7,80,164,,0
09/05/2021,15/05/2021,80+,נקבה,1506,7,0,190,426,,0
09/05/2021,15/05/2021,80+,לא ידוע,7,0,0,,7,,0
16/05/2021,22/05/2021,0-19,זכר,18777,29,0,630,1207,,0
16/05/2021,22/05/2021,0-19,לא ידוע,78,0,0,7,7,,0
16/05/2021,22/05/2021,0-19,נקבה,16508,37,7,680,1251,,0
16/05/2021,22/05/2021,20-24,זכר,4016,7,0,588,1177,,0
16/05/2021,22/05/2021,20-24,לא ידוע,42,0,0,18,23,,0
16/05/2021,22/05/2021,20-24,נקבה,4381,7,0,614,1187,,0
16/05/2021,22/05/2021,25-29,זכר,4923,7,0,541,1161,,0
16/05/2021,22/05/2021,25-29,נקבה,5530,0,0,608,1286,,0
16/05/2021,22/05/2021,25-29,לא ידוע,61,0,0,7,18,,0
16/05/2021,22/05/2021,30-34,זכר,4949,7,0,483,984,,0
16/05/2021,22/05/2021,30-34,נקבה,5422,7,0,542,1229,,0
16/05/2021,22/05/2021,30-34,לא ידוע,51,0,0,19,30,,0
16/05/2021,22/05/2021,35-39,זכר,4552,7,0,406,814,,0
16/05/2021,22/05/2021,35-39,לא ידוע,45,0,0,7,7,,0
16/05/2021,22/05/2021,35-39,נקבה,4657,7,0,400,924,,0
16/05/2021,22/05/2021,40-44,לא ידוע,30,0,0,7,7,,0
16/05/2021,22/05/2021,40-44,נקבה,4327,7,0,300,634,,0
16/05/2021,22/05/2021,40-44,זכר,4018,7,0,308,639,,0
16/05/2021,22/05/2021,45-49,לא ידוע,22,0,0,7,7,,0
16/05/2021,22/05/2021,45-49,נקבה,4500,7,0,293,587,,0
16/05/2021,22/05/2021,45-49,זכר,3937,7,0,256,553,,0
16/05/2021,22/05/2021,50-54,זכר,3353,7,7,192,371,,0
16/05/2021,22/05/2021,50-54,נקבה,4201,7,0,240,495,,0
16/05/2021,22/05/2021,50-54,לא ידוע,21,0,0,7,7,,0
16/05/2021,22/05/2021,55-59,זכר,2980,0,0,168,359,,0
16/05/2021,22/05/2021,55-59,לא ידוע,17,0,0,7,7,,0
16/05/2021,22/05/2021,55-59,נקבה,4042,7,0,196,423,,0
16/05/2021,22/05/2021,60-64,לא ידוע,15,0,0,7,7,,0
16/05/2021,22/05/2021,60-64,זכר,2770,7,0,128,270,,0
16/05/2021,22/05/2021,60-64,נקבה,3771,7,0,171,381,,0
16/05/2021,22/05/2021,65-69,נקבה,2814,7,0,121,265,,0
16/05/2021,22/05/2021,65-69,זכר,2120,7,0,89,206,,0
16/05/2021,22/05/2021,65-69,לא ידוע,7,0,0,7,7,,0
16/05/2021,22/05/2021,70-74,לא ידוע,7,0,0,7,7,,0
16/05/2021,22/05/2021,70-74,זכר,1599,7,0,80,152,,0
16/05/2021,22/05/2021,70-74,נקבה,1905,7,0,97,241,,0
16/05/2021,22/05/2021,75-79,זכר,752,7,0,38,73,,0
16/05/2021,22/05/2021,75-79,נקבה,856,7,0,51,133,,0
16/05/2021,22/05/2021,75-79,לא ידוע,7,0,0,,7,,0
16/05/2021,22/05/2021,80+,זכר,897,7,7,59,146,,0
16/05/2021,22/05/2021,80+,נקבה,1726,7,7,104,275,,0
16/05/2021,22/05/2021,80+,לא ידוע,7,0,0,,,,
23/05/2021,29/05/2021,0-19,זכר,27051,20,0,792,1259,,0
23/05/2021,29/05/2021,0-19,לא ידוע,111,0,0,15,7,,0
23/05/2021,29/05/2021,0-19,נקבה,23394,41,0,822,1302,,0
23/05/2021,29/05/2021,20-24,זכר,4873,7,0,683,1097,,0
23/05/2021,29/05/2021,20-24,לא ידוע,53,0,0,18,17,,0
23/05/2021,29/05/2021,20-24,נקבה,5533,7,0,670,1058,,0
23/05/2021,29/05/2021,25-29,זכר,5768,7,0,711,1045,,0
23/05/2021,29/05/2021,25-29,נקבה,6642,7,0,666,1138,,0
23/05/2021,29/05/2021,25-29,לא ידוע,72,0,0,23,21,,0
23/05/2021,29/05/2021,30-34,זכר,6099,7,0,598,1033,,0
23/05/2021,29/05/2021,30-34,נקבה,6766,7,7,635,1134,,0
23/05/2021,29/05/2021,30-34,לא ידוע,80,0,0,19,26,,0
23/05/2021,29/05/2021,35-39,זכר,5647,7,0,543,830,,0
23/05/2021,29/05/2021,35-39,לא ידוע,56,0,0,7,29,,0
23/05/2021,29/05/2021,35-39,נקבה,5922,7,0,494,899,,0
23/05/2021,29/05/2021,40-44,לא ידוע,40,0,0,16,7,,0
23/05/2021,29/05/2021,40-44,נקבה,5483,7,0,380,596,,0
23/05/2021,29/05/2021,40-44,זכר,5128,7,0,390,671,,0
23/05/2021,29/05/2021,45-49,לא ידוע,28,0,0,7,16,,0
23/05/2021,29/05/2021,45-49,נקבה,5351,7,0,348,490,,0
23/05/2021,29/05/2021,45-49,זכר,4785,7,0,303,523,,0
23/05/2021,29/05/2021,50-54,זכר,3954,7,7,262,389,,0
23/05/2021,29/05/2021,50-54,נקבה,4965,7,0,314,428,,0
23/05/2021,29/05/2021,50-54,לא ידוע,27,0,0,7,7,,0
23/05/2021,29/05/2021,55-59,זכר,3569,7,0,210,297,,0
23/05/2021,29/05/2021,55-59,לא ידוע,32,0,0,7,7,,0
23/05/2021,29/05/2021,55-59,נקבה,4827,7,7,237,331,,0
23/05/2021,29/05/2021,60-64,לא ידוע,21,7,0,7,7,,0
23/05/2021,29/05/2021,60-64,זכר,3180,7,0,160,199,,0
23/05/2021,29/05/2021,60-64,נקבה,4627,7,0,167,307,,0
23/05/2021,29/05/2021,65-69,נקבה,3882,7,7,151,235,,0
23/05/2021,29/05/2021,65-69,זכר,2963,7,0,97,189,,0
23/05/2021,29/05/2021,65-69,לא ידוע,7,0,0,,7,,0
23/05/2021,29/05/2021,70-74,לא ידוע,7,0,0,,,,
23/05/2021,29/05/2021,70-74,זכר,2337,7,0,76,138,,0
23/05/2021,29/05/2021,70-74,נקבה,2759,7,7,119,214,,0
23/05/2021,29/05/2021,75-79,זכר,1089,7,0,48,77,,0
23/05/2021,29/05/2021,75-79,נקבה,1363,0,0,54,112,,0
23/05/2021,29/05/2021,75-79,לא ידוע,7,0,0,7,,,0
23/05/2021,29/05/2021,80+,זכר,1357,7,7,58,142,,0
23/05/2021,29/05/2021,80+,נקבה,2706,7,0,130,266,,0
23/05/2021,29/05/2021,80+,לא ידוע,7,0,0,,7,,0
30/05/2021,05/06/2021,0-19,זכר,8821,7,0,641,771,,0
30/05/2021,05/06/2021,0-19,לא ידוע,71,0,0,7,7,,0
30/05/2021,05/06/2021,0-19,נקבה,8100,7,0,684,736,,0
30/05/2021,05/06/2021,20-24,זכר,4553,7,0,706,688,,0
30/05/2021,05/06/2021,20-24,לא ידוע,53,0,0,17,19,,0
30/05/2021,05/06/2021,20-24,נקבה,5080,7,0,566,544,,0
30/05/2021,05/06/2021,25-29,זכר,4815,7,0,623,631,,0
30/05/2021,05/06/2021,25-29,נקבה,5337,7,0,512,610,,0
30/05/2021,05/06/2021,25-29,לא ידוע,63,7,0,19,19,,0
30/05/2021,05/06/2021,30-34,זכר,5185,7,0,547,613,,0
30/05/2021,05/06/2021,30-34,נקבה,5382,7,0,492,599,,0
30/05/2021,05/06/2021,30-34,לא ידוע,60,0,0,17,15,,0
30/05/2021,05/06/2021,35-39,זכר,4712,7,0,474,504,,0
30/05/2021,05/06/2021,35-39,לא ידוע,59,0,0,7,7,,0
30/05/2021,05/06/2021,35-39,נקבה,4783,7,0,336,503,,0
30/05/2021,05/06/2021,40-44,לא ידוע,34,0,0,7,7,,0
30/05/2021,05/06/2021,40-44,נקבה,4406,7,0,321,338,,0
30/05/2021,05/06/2021,40-44,זכר,4603,7,0,330,393,,0
30/05/2021,05/06/2021,45-49,לא ידוע,20,0,0,7,7,,0
30/05/2021,05/06/2021,45-49,נקבה,4658,7,0,266,266,,0
30/05/2021,05/06/2021,45-49,זכר,4749,7,0,272,313,,0
30/05/2021,05/06/2021,50-54,זכר,4085,0,0,184,254,,0
30/05/2021,05/06/2021,50-54,נקבה,4489,7,7,253,244,,0
30/05/2021,05/06/2021,50-54,לא ידוע,24,0,0,7,16,,0
30/05/2021,05/06/2021,55-59,זכר,3517,7,0,153,166,,0
30/05/2021,05/06/2021,55-59,לא ידוע,17,0,0,7,7,,0
30/05/2021,05/06/2021,55-59,נקבה,4086,7,0,175,210,,0
30/05/2021,05/06/2021,60-64,לא ידוע,7,0,0,7,7,,0
30/05/2021,05/06/2021,60-64,זכר,3135,7,0,98,157,,0
30/05/2021,05/06/2021,60-64,נקבה,4106,7,0,131,169,,0
30/05/2021,05/06/2021,65-69,נקבה,3393,7,0,114,131,,0
30/05/2021,05/06/2021,65-69,זכר,2724,7,7,81,124,,0
30/05/2021,05/06/2021,65-69,לא ידוע,7,0,0,7,7,,0
30/05/2021,05/06/2021,70-74,לא ידוע,7,0,0,7,7,,0
30/05/2021,05/06/2021,70-74,זכר,2117,0,0,51,87,,0
30/05/2021,05/06/2021,70-74,נקבה,2604,7,0,98,123,,0
30/05/2021,05/06/2021,75-79,זכר,990,7,0,33,53,,0
30/05/2021,05/06/2021,75-79,נקבה,1095,7,0,49,64,,0
30/05/2021,05/06/2021,75-79,לא ידוע,7,0,0,,,,
30/05/2021,05/06/2021,80+,זכר,1094,7,0,42,60,,0
30/05/2021,05/06/2021,80+,נקבה,2025,0,0,72,155,,0
30/05/2021,05/06/2021,80+,לא ידוע,7,0,0,,,,
06/06/2021,12/06/2021,0-19,זכר,7370,15,0,7270,506,,0
06/06/2021,12/06/2021,0-19,לא ידוע,80,0,0,49,7,,0
06/06/2021,12/06/2021,0-19,נקבה,7171,7,0,7623,530,,0
06/06/2021,12/06/2021,20-24,זכר,4977,7,0,496,412,,0
06/06/2021,12/06/2021,20-24,לא ידוע,42,0,0,7,7,,0
06/06/2021,12/06/2021,20-24,נקבה,4977,7,0,495,405,,0
06/06/2021,12/06/2021,25-29,זכר,5002,7,0,578,354,,0
06/06/2021,12/06/2021,25-29,נקבה,5162,7,0,410,426,,0
06/06/2021,12/06/2021,25-29,לא ידוע,55,7,0,7,7,,0
06/06/2021,12/06/2021,30-34,זכר,5347,7,0,450,346,,0
06/06/2021,12/06/2021,30-34,נקבה,5003,7,0,443,371,,0
06/06/2021,12/06/2021,30-34,לא ידוע,54,0,0,7,7,,0
06/06/2021,12/06/2021,35-39,זכר,4744,7,7,369,294,,0
06/06/2021,12/06/2021,35-39,לא ידוע,35,0,0,7,7,,0
06/06/2021,12/06/2021,35-39,נקבה,4340,7,0,338,290,,0
06/06/2021,12/06/2021,40-44,לא ידוע,36,0,0,7,7,,0
06/06/2021,12/06/2021,40-44,נקבה,4316,0,0,249,196,,0
06/06/2021,12/06/2021,40-44,זכר,4615,7,0,233,225,,0
06/06/2021,12/06/2021,45-49,לא ידוע,28,0,0,7,7,,0
06/06/2021,12/06/2021,45-49,נקבה,4613,7,0,244,189,,0
06/06/2021,12/06/2021,45-49,זכר,4863,7,7,245,192,,0
06/06/2021,12/06/2021,50-54,זכר,4071,7,0,156,148,,0
06/06/2021,12/06/2021,50-54,נקבה,4354,7,0,180,159,,0
06/06/2021,12/06/2021,50-54,לא ידוע,22,0,0,7,7,,0
06/06/2021,12/06/2021,55-59,זכר,3505,7,0,151,106,,0
06/06/2021,12/06/2021,55-59,לא ידוע,7,0,0,7,7,,0
06/06/2021,12/06/2021,55-59,נקבה,4044,7,0,147,129,,0
06/06/2021,12/06/2021,60-64,לא ידוע,7,0,0,7,7,,0
06/06/2021,12/06/2021,60-64,זכר,3066,7,7,91,86,,0
06/06/2021,12/06/2021,60-64,נקבה,3829,7,0,89,123,,0
06/06/2021,12/06/2021,65-69,נקבה,3163,7,0,109,87,,0
06/06/2021,12/06/2021,65-69,זכר,2700,7,0,69,69,,0
06/06/2021,12/06/2021,65-69,לא ידוע,7,0,0,7,7,,0
06/06/2021,12/06/2021,70-74,לא ידוע,7,0,0,,7,,0
06/06/2021,12/06/2021,70-74,זכר,2169,7,0,51,58,,0
06/06/2021,12/06/2021,70-74,נקבה,2290,7,0,67,92,,0
06/06/2021,12/06/2021,75-79,זכר,885,0,0,42,33,,0
06/06/2021,12/06/2021,75-79,נקבה,944,0,0,32,51,,0
06/06/2021,12/06/2021,75-79,לא ידוע,7,0,0,7,,,0
06/06/2021,12/06/2021,80+,זכר,879,7,0,40,37,,0
06/06/2021,12/06/2021,80+,נקבה,1461,0,0,73,106,,0
06/06/2021,12/06/2021,80+,לא ידוע,7,0,0,,7,,0
13/06/2021,19/06/2021,0-19,זכר,9131,49,0,4935,575,,0
13/06/2021,19/06/2021,0-19,לא ידוע,242,0,0,54,7,,0
13/06/2021,19/06/2021,0-19,נקבה,9481,46,0,5093,595,,0
13/06/2021,19/06/2021,20-24,זכר,5025,7,0,484,412,,0
13/06/2021,19/06/2021,20-24,לא ידוע,91,0,0,19,16,,0
13/06/2021,19/06/2021,20-24,נקבה,5549,7,0,520,376,,0
13/06/2021,19/06/2021,25-29,זכר,5223,7,0,443,454,,0
13/06/2021,19/06/2021,25-29,נקבה,5324,7,0,483,431,,0
13/06/2021,19/06/2021,25-29,לא ידוע,90,0,0,21,20,,0
13/06/2021,19/06/2021,30-34,זכר,5637,7,0,429,423,,0
13/06/2021,19/06/2021,30-34,נקבה,5385,7,0,450,425,,0
13/06/2021,19/06/2021,30-34,לא ידוע,90,0,0,7,7,,0
13/06/2021,19/06/2021,35-39,זכר,5311,7,0,366,381,,0
13/06/2021,19/06/2021,35-39,לא ידוע,72,0,0,7,7,,0
13/06/2021,19/06/2021,35-39,נקבה,4737,7,0,376,317,,0
13/06/2021,19/06/2021,40-44,לא ידוע,60,0,0,7,7,,0
13/06/2021,19/06/2021,40-44,נקבה,4905,7,0,290,239,,0
13/06/2021,19/06/2021,40-44,זכר,4938,7,0,266,289,,0
13/06/2021,19/06/2021,45-49,לא ידוע,58,0,0,7,7,,0
13/06/2021,19/06/2021,45-49,נקבה,5355,7,0,258,197,,0
13/06/2021,19/06/2021,45-49,זכר,5334,7,0,263,203,,0
13/06/2021,19/06/2021,50-54,זכר,4582,7,0,186,146,,0
13/06/2021,19/06/2021,50-54,נקבה,4975,7,0,200,184,,0
13/06/2021,19/06/2021,50-54,לא ידוע,56,0,0,7,7,,0
13/06/2021,19/06/2021,55-59,זכר,3764,7,0,128,119,,0
13/06/2021,19/06/2021,55-59,לא ידוע,56,0,0,7,7,,0
