first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased,weekly_first_dose,weekly_second_dose,weekly_third_dose,weekly_fourth_dose
23/08/2020,29/08/2020,30-34,זכר,5505,346,0,,,,
23/08/2020,29/08/2020,30-34,נקבה,7641,507,0,,,,
23/08/2020,29/08/2020,30-34,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,35-39,זכר,4935,342,0,,,,
23/08/2020,29/08/2020,35-39,לא ידוע,18,0,0,,,,
23/08/2020,29/08/2020,35-39,נקבה,6888,420,0,,,,
23/08/2020,29/08/2020,40-44,לא ידוע,21,0,0,,,,
23/08/2020,29/08/2020,40-44,נקבה,6894,472,0,,,,
23/08/2020,29/08/2020,40-44,זכר,4546,299,0,,,,
23/08/2020,29/08/2020,45-49,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,45-49,נקבה,7232,478,0,,,,
23/08/2020,29/08/2020,45-49,זכר,4386,312,0,,,,
23/08/2020,29/08/2020,50-54,זכר,3920,271,7,,,,
23/08/2020,29/08/2020,50-54,נקבה,6646,371,7,,,,
23/08/2020,29/08/2020,50-54,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,55-59,זכר,3558,252,7,,,,
23/08/2020,29/08/2020,55-59,לא ידוע,16,0,0,,,,
23/08/2020,29/08/2020,55-59,נקבה,6428,364,7,,,,
23/08/2020,29/08/2020,60-64,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,60-64,זכר,3385,212,7,,,,
23/08/2020,29/08/2020,60-64,נקבה,5293,227,0,,,,
23/08/2020,29/08/2020,65-69,נקבה,3967,175,7,,,,
23/08/2020,29/08/2020,65-69,זכר,2913,166,7,,,,
23/08/2020,29/08/2020,65-69,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,70-74,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,70-74,זכר,2429,111,7,,,,
23/08/2020,29/08/2020,70-74,נקבה,3193,135,7,,,,
23/08/2020,29/08/2020,75-79,זכר,1620,79,7,,,,
23/08/2020,29/08/2020,75-79,נקבה,2021,85,7,,,,
23/08/2020,29/08/2020,75-79,לא ידוע,7,0,0,,,,
23/08/2020,29/08/2020,80+,זכר,3858,89,19,,,,
23/08/2020,29/08/2020,80+,נקבה,9276,165,23,,,,
23/08/2020,29/08/2020,80+,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,0-19,זכר,24005,3663,0,,,,
30/08/2020,05/09/2020,0-19,לא ידוע,41,7,0,,,,
30/08/2020,05/09/2020,0-19,נקבה,16164,1895,0,,,,
30/08/2020,05/09/2020,20-24,זכר,8415,1030,0,,,,
30/08/2020,05/09/2020,20-24,לא ידוע,7,7,0,,,,
30/08/2020,05/09/2020,20-24,נקבה,7964,807,0,,,,
30/08/2020,05/09/2020,25-29,זכר,6665,558,0,,,,
30/08/2020,05/09/2020,25-29,נקבה,8643,637,0,,,,
30/08/2020,05/09/2020,25-29,לא ידוע,7,7,0,,,,
30/08/2020,05/09/2020,30-34,זכר,6001,431,0,,,,
30/08/2020,05/09/2020,30-34,נקבה,8389,541,0,,,,
30/08/2020,05/09/2020,30-34,לא ידוע,7,7,0,,,,
30/08/2020,05/09/2020,35-39,זכר,5440,395,0,,,,
30/08/2020,05/09/2020,35-39,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,35-39,נקבה,7536,516,0,,,,
30/08/2020,05/09/2020,40-44,לא ידוע,15,0,0,,,,
30/08/2020,05/09/2020,40-44,נקבה,7408,503,7,,,,
30/08/2020,05/09/2020,40-44,זכר,5059,414,0,,,,
30/08/2020,05/09/2020,45-49,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,45-49,נקבה,7719,509,0,,,,
30/08/2020,05/09/2020,45-49,זכר,4811,404,7,,,,
30/08/2020,05/09/2020,50-54,זכר,4245,389,7,,,,
30/08/2020,05/09/2020,50-54,נקבה,6923,422,0,,,,
30/08/2020,05/09/2020,50-54,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,55-59,זכר,3629,288,7,,,,
30/08/2020,05/09/2020,55-59,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,55-59,נקבה,6396,346,7,,,,
30/08/2020,05/09/2020,60-64,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,60-64,זכר,3379,252,7,,,,
30/08/2020,05/09/2020,60-64,נקבה,5260,287,7,,,,
30/08/2020,05/09/2020,65-69,נקבה,3834,192,7,,,,
30/08/2020,05/09/2020,65-69,זכר,2895,211,7,,,,
30/08/2020,05/09/2020,65-69,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,70-74,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,70-74,זכר,2428,129,7,,,,
30/08/2020,05/09/2020,70-74,נקבה,3144,138,7,,,,
30/08/2020,05/09/2020,75-79,זכר,1397,81,7,,,,
30/08/2020,05/09/2020,75-79,נקבה,2055,100,7,,,,
30/08/2020,05/09/2020,75-79,לא ידוע,7,0,0,,,,
30/08/2020,05/09/2020,80+,זכר,3665,118,26,,,,
30/08/2020,05/09/2020,80+,נקבה,8888,180,33,,,,
30/08/2020,05/09/2020,80+,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,0-19,זכר,45204,5710,0,,,,
06/09/2020,12/09/2020,0-19,לא ידוע,85,16,0,,,,
06/09/2020,12/09/2020,0-19,נקבה,35024,3303,0,,,,
06/09/2020,12/09/2020,20-24,זכר,9710,1407,0,,,,
06/09/2020,12/09/2020,20-24,לא ידוע,7,7,0,,,,
06/09/2020,12/09/2020,20-24,נקבה,10571,1167,0,,,,
06/09/2020,12/09/2020,25-29,זכר,8697,933,0,,,,
06/09/2020,12/09/2020,25-29,נקבה,11697,1040,0,,,,
06/09/2020,12/09/2020,25-29,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,30-34,זכר,8316,709,7,,,,
06/09/2020,12/09/2020,30-34,נקבה,11794,858,0,,,,
06/09/2020,12/09/2020,30-34,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,35-39,זכר,7709,656,7,,,,
06/09/2020,12/09/2020,35-39,לא ידוע,17,0,0,,,,
06/09/2020,12/09/2020,35-39,נקבה,11299,830,0,,,,
06/09/2020,12/09/2020,40-44,לא ידוע,24,7,0,,,,
06/09/2020,12/09/2020,40-44,נקבה,10743,815,0,,,,
06/09/2020,12/09/2020,40-44,זכר,6809,597,7,,,,
06/09/2020,12/09/2020,45-49,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,45-49,נקבה,10497,766,0,,,,
06/09/2020,12/09/2020,45-49,זכר,6354,623,7,,,,
06/09/2020,12/09/2020,50-54,זכר,5355,523,7,,,,
06/09/2020,12/09/2020,50-54,נקבה,9066,626,0,,,,
06/09/2020,12/09/2020,50-54,לא ידוע,7,7,0,,,,
06/09/2020,12/09/2020,55-59,זכר,4564,421,7,,,,
06/09/2020,12/09/2020,55-59,לא ידוע,7,7,0,,,,
06/09/2020,12/09/2020,55-59,נקבה,7994,501,0,,,,
06/09/2020,12/09/2020,60-64,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,60-64,זכר,4233,359,7,,,,
06/09/2020,12/09/2020,60-64,נקבה,6542,403,7,,,,
06/09/2020,12/09/2020,65-69,נקבה,4657,266,7,,,,
06/09/2020,12/09/2020,65-69,זכר,3505,285,7,,,,
06/09/2020,12/09/2020,65-69,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,70-74,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,70-74,זכר,2839,178,7,,,,
06/09/2020,12/09/2020,70-74,נקבה,3717,182,7,,,,
06/09/2020,12/09/2020,75-79,זכר,1731,118,7,,,,
06/09/2020,12/09/2020,75-79,נקבה,2455,124,7,,,,
06/09/2020,12/09/2020,75-79,לא ידוע,7,0,0,,,,
06/09/2020,12/09/2020,80+,זכר,4001,151,33,,,,
06/09/2020,12/09/2020,80+,נקבה,8874,211,27,,,,
06/09/2020,12/09/2020,80+,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,0-19,זכר,60407,7136,7,,,,
13/09/2020,19/09/2020,0-19,לא ידוע,94,7,0,,,,
13/09/2020,19/09/2020,0-19,נקבה,49186,4706,0,,,,
13/09/2020,19/09/2020,20-24,זכר,11551,1946,0,,,,
13/09/2020,19/09/2020,20-24,לא ידוע,7,7,0,,,,
13/09/2020,19/09/2020,20-24,נקבה,13559,1674,0,,,,
13/09/2020,19/09/2020,25-29,זכר,11096,1261,0,,,,
13/09/2020,19/09/2020,25-29,נקבה,15124,1389,0,,,,
13/09/2020,19/09/2020,25-29,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,30-34,זכר,10977,1023,0,,,,
13/09/2020,19/09/2020,30-34,נקבה,15504,1214,0,,,,
13/09/2020,19/09/2020,30-34,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,35-39,זכר,10349,953,0,,,,
13/09/2020,19/09/2020,35-39,לא ידוע,20,7,0,,,,
13/09/2020,19/09/2020,35-39,נקבה,14586,1145,0,,,,
13/09/2020,19/09/2020,40-44,לא ידוע,23,0,0,,,,
13/09/2020,19/09/2020,40-44,נקבה,13447,1074,0,,,,
13/09/2020,19/09/2020,40-44,זכר,9193,961,7,,,,
13/09/2020,19/09/2020,45-49,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,45-49,נקבה,12563,1107,0,,,,
13/09/2020,19/09/2020,45-49,זכר,7878,888,7,,,,
13/09/2020,19/09/2020,50-54,זכר,6449,694,7,,,,
13/09/2020,19/09/2020,50-54,נקבה,10527,852,7,,,,
13/09/2020,19/09/2020,50-54,לא ידוע,7,7,0,,,,
13/09/2020,19/09/2020,55-59,זכר,5506,615,7,,,,
13/09/2020,19/09/2020,55-59,לא ידוע,15,0,0,,,,
13/09/2020,19/09/2020,55-59,נקבה,9170,700,7,,,,
13/09/2020,19/09/2020,60-64,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,60-64,זכר,4997,510,7,,,,
13/09/2020,19/09/2020,60-64,נקבה,7297,536,7,,,,
13/09/2020,19/09/2020,65-69,נקבה,5293,392,7,,,,
13/09/2020,19/09/2020,65-69,זכר,4231,401,7,,,,
13/09/2020,19/09/2020,65-69,לא ידוע,7,0,0,,,,
13/09/2020,19/09/2020,70-74,לא ידוע,7,7,0,,,,
13/09/2020,19/09/2020,70-74,זכר,3323,275,7,,,,
13/09/2020,19/09/2020,70-74,נקבה,4139,239,7,,,,
13/09/2020,19/09/2020,75-79,זכר,2007,139,7,,,,
13/09/2020,19/09/2020,75-79,נקבה,2891,141,7,,,,
13/09/2020,19/09/2020,75-79,לא ידוע,7,7,0,,,,
13/09/2020,19/09/2020,80+,זכר,4878,215,30,,,,
13/09/2020,19/09/2020,80+,נקבה,10817,295,33,,,,
13/09/2020,19/09/2020,80+,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,0-19,זכר,50876,8314,0,,,,
20/09/2020,26/09/2020,0-19,לא ידוע,78,7,0,,,,
20/09/2020,26/09/2020,0-19,נקבה,43033,5878,0,,,,
20/09/2020,26/09/2020,20-24,זכר,12987,2524,0,,,,
20/09/2020,26/09/2020,20-24,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,20-24,נקבה,14819,2269,0,,,,
20/09/2020,26/09/2020,25-29,זכר,11820,1719,0,,,,
20/09/2020,26/09/2020,25-29,נקבה,15160,1792,0,,,,
20/09/2020,26/09/2020,25-29,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,30-34,זכר,11290,1547,0,,,,
20/09/2020,26/09/2020,30-34,נקבה,14774,1583,0,,,,
20/09/2020,26/09/2020,30-34,לא ידוע,7,0,0,,,,
20/09/2020,26/09/2020,35-39,זכר,10536,1443,0,,,,
20/09/2020,26/09/2020,35-39,לא ידוע,23,7,0,,,,
20/09/2020,26/09/2020,35-39,נקבה,14170,1438,7,,,,
20/09/2020,26/09/2020,40-44,לא ידוע,19,7,0,,,,
20/09/2020,26/09/2020,40-44,נקבה,13817,1481,7,,,,
20/09/2020,26/09/2020,40-44,זכר,9528,1337,0,,,,
20/09/2020,26/09/2020,45-49,לא ידוע,7,0,0,,,,
20/09/2020,26/09/2020,45-49,נקבה,13503,1373,7,,,,
20/09/2020,26/09/2020,45-49,זכר,8791,1298,0,,,,
20/09/2020,26/09/2020,50-54,זכר,7316,1078,7,,,,
20/09/2020,26/09/2020,50-54,נקבה,11928,1293,7,,,,
20/09/2020,26/09/2020,50-54,לא ידוע,20,7,0,,,,
20/09/2020,26/09/2020,55-59,זכר,6430,982,7,,,,
20/09/2020,26/09/2020,55-59,לא ידוע,21,7,0,,,,
20/09/2020,26/09/2020,55-59,נקבה,10639,952,0,,,,
20/09/2020,26/09/2020,60-64,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,60-64,זכר,5922,803,7,,,,
20/09/2020,26/09/2020,60-64,נקבה,8483,705,7,,,,
20/09/2020,26/09/2020,65-69,נקבה,6403,561,7,,,,
20/09/2020,26/09/2020,65-69,זכר,4872,621,7,,,,
20/09/2020,26/09/2020,65-69,לא ידוע,7,0,0,,,,
20/09/2020,26/09/2020,70-74,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,70-74,זכר,3791,390,17,,,,
20/09/2020,26/09/2020,70-74,נקבה,5156,373,7,,,,
20/09/2020,26/09/2020,75-79,זכר,2397,229,7,,,,
20/09/2020,26/09/2020,75-79,נקבה,3455,201,7,,,,
20/09/2020,26/09/2020,75-79,לא ידוע,7,7,0,,,,
20/09/2020,26/09/2020,80+,זכר,5907,313,50,,,,
20/09/2020,26/09/2020,80+,נקבה,13999,436,57,,,,
20/09/2020,26/09/2020,80+,לא ידוע,34,7,0,,,,
27/09/2020,03/10/2020,0-19,זכר,39840,6817,0,,,,
27/09/2020,03/10/2020,0-19,לא ידוע,87,17,0,,,,
27/09/2020,03/10/2020,0-19,נקבה,33746,5029,0,,,,
27/09/2020,03/10/2020,20-24,זכר,11336,2179,0,,,,
27/09/2020,03/10/2020,20-24,לא ידוע,7,0,0,,,,
27/09/2020,03/10/2020,20-24,נקבה,12368,1810,0,,,,
27/09/2020,03/10/2020,25-29,זכר,9941,1567,0,,,,
27/09/2020,03/10/2020,25-29,נקבה,12468,1460,0,,,,
27/09/2020,03/10/2020,25-29,לא ידוע,7,7,0,,,,
27/09/2020,03/10/2020,30-34,זכר,9141,1375,7,,,,
27/09/2020,03/10/2020,30-34,נקבה,11645,1210,0,,,,
27/09/2020,03/10/2020,30-34,לא ידוע,7,7,0,,,,
27/09/2020,03/10/2020,35-39,זכר,8082,1245,7,,,,
27/09/2020,03/10/2020,35-39,לא ידוע,15,7,0,,,,
27/09/2020,03/10/2020,35-39,נקבה,10842,1145,0,,,,
27/09/2020,03/10/2020,40-44,לא ידוע,7,0,0,,,,
27/09/2020,03/10/2020,40-44,נקבה,10663,1085,0,,,,
27/09/2020,03/10/2020,40-44,זכר,7361,1066,7,,,,
27/09/2020,03/10/2020,45-49,לא ידוע,7,0,0,,,,
27/09/2020,03/10/2020,45-49,נקבה,10507,1065,0,,,,
27/09/2020,03/10/2020,45-49,זכר,6870,1029,7,,,,
27/09/2020,03/10/2020,50-54,זכר,5996,851,7,,,,
27/09/2020,03/10/2020,50-54,נקבה,9701,859,7,,,,
27/09/2020,03/10/2020,50-54,לא ידוע,21,7,0,,,,
27/09/2020,03/10/2020,55-59,זכר,5405,762,7,,,,
27/09/2020,03/10/2020,55-59,לא ידוע,7,7,0,,,,
27/09/2020,03/10/2020,55-59,נקבה,8806,741,7,,,,
27/09/2020,03/10/2020,60-64,לא ידוע,7,7,0,,,,
27/09/2020,03/10/2020,60-64,זכר,4932,723,7,,,,
27/09/2020,03/10/2020,60-64,נקבה,7286,629,7,,,,
27/09/2020,03/10/2020,65-69,נקבה,5377,482,7,,,,
27/09/2020,03/10/2020,65-69,זכר,4147,605,16,,,,
27/09/2020,03/10/2020,65-69,לא ידוע,7,0,0,,,,
27/09/2020,03/10/2020,70-74,לא ידוע,7,7,0,,,,
27/09/2020,03/10/2020,70-74,זכר,3433,434,22,,,,
27/09/2020,03/10/2020,70-74,נקבה,4435,341,7,,,,
27/09/2020,03/10/2020,75-79,זכר,2029,236,25,,,,
27/09/2020,03/10/2020,75-79,נקבה,2859,244,7,,,,
27/09/2020,03/10/2020,75-79,לא ידוע,7,0,0,,,,
27/09/2020,03/10/2020,80+,זכר,4871,359,72,,,,
27/09/2020,03/10/2020,80+,נקבה,10552,437,59,,,,
27/09/2020,03/10/2020,80+,לא ידוע,17,7,0,,,,
04/10/2020,10/10/2020,0-19,זכר,32386,4524,0,,,,
04/10/2020,10/10/2020,0-19,לא ידוע,71,17,0,,,,
04/10/2020,10/10/2020,0-19,נקבה,28799,4022,0,,,,
04/10/2020,10/10/2020,20-24,זכר,9853,1284,0,,,,
04/10/2020,10/10/2020,20-24,לא ידוע,7,0,0,,,,
04/10/2020,10/10/2020,20-24,נקבה,11607,1313,7,,,,
04/10/2020,10/10/2020,25-29,זכר,9184,1039,0,,,,
04/10/2020,10/10/2020,25-29,נקבה,11609,976,0,,,,
04/10/2020,10/10/2020,25-29,לא ידוע,7,7,0,,,,
04/10/2020,10/10/2020,30-34,זכר,8228,857,0,,,,
04/10/2020,10/10/2020,30-34,נקבה,11006,810,7,,,,
04/10/2020,10/10/2020,30-34,לא ידוע,17,7,0,,,,
04/10/2020,10/10/2020,35-39,זכר,7345,750,7,,,,
04/10/2020,10/10/2020,35-39,לא ידוע,28,7,0,,,,
04/10/2020,10/10/2020,35-39,נקבה,10105,786,0,,,,
04/10/2020,10/10/2020,40-44,לא ידוע,19,7,0,,,,
04/10/2020,10/10/2020,40-44,נקבה,10021,752,0,,,,
04/10/2020,10/10/2020,40-44,זכר,6667,714,0,,,,
04/10/2020,10/10/2020,45-49,לא ידוע,7,0,0,,,,
04/10/2020,10/10/2020,45-49,נקבה,10121,724,7,,,,
04/10/2020,10/10/2020,45-49,זכר,6276,654,0,,,,
04/10/2020,10/10/2020,50-54,זכר,5505,559,7,,,,
04/10/2020,10/10/2020,50-54,נקבה,9537,591,0,,,,
04/10/2020,10/10/2020,50-54,לא ידוע,20,0,0,,,,
04/10/2020,10/10/2020,55-59,זכר,5111,530,7,,,,
04/10/2020,10/10/2020,55-59,לא ידוע,15,7,0,,,,
04/10/2020,10/10/2020,55-59,נקבה,8979,561,7,,,,
04/10/2020,10/10/2020,60-64,לא ידוע,7,7,0,,,,
04/10/2020,10/10/2020,60-64,זכר,4872,516,15,,,,
04/10/2020,10/10/2020,60-64,נקבה,7443,444,7,,,,
04/10/2020,10/10/2020,65-69,נקבה,5870,380,7,,,,
04/10/2020,10/10/2020,65-69,זכר,4400,431,7,,,,
04/10/2020,10/10/2020,65-69,לא ידוע,7,7,0,,,,
04/10/2020,10/10/2020,70-74,לא ידוע,7,0,0,,,,
04/10/2020,10/10/2020,70-74,זכר,3576,330,21,,,,
04/10/2020,10/10/2020,70-74,נקבה,5057,309,7,,,,
04/10/2020,10/10/2020,75-79,זכר,2332,196,17,,,,
04/10/2020,10/10/2020,75-79,נקבה,3166,185,19,,,,
04/10/2020,10/10/2020,75-79,לא ידוע,7,7,0,,,,
04/10/2020,10/10/2020,80+,זכר,5535,300,73,,,,
04/10/2020,10/10/2020,80+,נקבה,12147,389,65,,,,
04/10/2020,10/10/2020,80+,לא ידוע,17,0,0,,,,
11/10/2020,17/10/2020,0-19,זכר,24160,2236,0,,,,
11/10/2020,17/10/2020,0-19,לא ידוע,58,7,0,,,,
11/10/2020,17/10/2020,0-19,נקבה,21111,2120,7,,,,
11/10/2020,17/10/2020,20-24,זכר,7788,655,0,,,,
11/10/2020,17/10/2020,20-24,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,20-24,נקבה,9652,710,0,,,,
11/10/2020,17/10/2020,25-29,זכר,7445,494,0,,,,
11/10/2020,17/10/2020,25-29,נקבה,10339,569,0,,,,
11/10/2020,17/10/2020,25-29,לא ידוע,7,7,0,,,,
11/10/2020,17/10/2020,30-34,זכר,6913,382,0,,,,
11/10/2020,17/10/2020,30-34,נקבה,10390,451,0,,,,
11/10/2020,17/10/2020,30-34,לא ידוע,15,0,0,,,,
11/10/2020,17/10/2020,35-39,זכר,6148,348,0,,,,
11/10/2020,17/10/2020,35-39,לא ידוע,21,7,0,,,,
11/10/2020,17/10/2020,35-39,נקבה,10004,419,0,,,,
11/10/2020,17/10/2020,40-44,לא ידוע,19,7,0,,,,
11/10/2020,17/10/2020,40-44,נקבה,10040,400,0,,,,
11/10/2020,17/10/2020,40-44,זכר,5799,335,0,,,,
11/10/2020,17/10/2020,45-49,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,45-49,נקבה,10343,353,0,,,,
11/10/2020,17/10/2020,45-49,זכר,5600,303,7,,,,
11/10/2020,17/10/2020,50-54,זכר,4921,262,7,,,,
11/10/2020,17/10/2020,50-54,נקבה,9760,339,7,,,,
11/10/2020,17/10/2020,50-54,לא ידוע,16,7,0,,,,
11/10/2020,17/10/2020,55-59,זכר,4567,254,7,,,,
11/10/2020,17/10/2020,55-59,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,55-59,נקבה,9540,297,7,,,,
11/10/2020,17/10/2020,60-64,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,60-64,זכר,4527,213,7,,,,
11/10/2020,17/10/2020,60-64,נקבה,7710,219,7,,,,
11/10/2020,17/10/2020,65-69,נקבה,5973,167,7,,,,
11/10/2020,17/10/2020,65-69,זכר,4005,204,20,,,,
11/10/2020,17/10/2020,65-69,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,70-74,לא ידוע,7,7,0,,,,
11/10/2020,17/10/2020,70-74,זכר,3621,149,28,,,,
11/10/2020,17/10/2020,70-74,נקבה,4776,130,7,,,,
11/10/2020,17/10/2020,75-79,זכר,2135,101,19,,,,
11/10/2020,17/10/2020,75-79,נקבה,2960,110,7,,,,
11/10/2020,17/10/2020,75-79,לא ידוע,7,0,0,,,,
11/10/2020,17/10/2020,80+,זכר,4788,146,78,,,,
11/10/2020,17/10/2020,80+,נקבה,10418,263,50,,,,
11/10/2020,17/10/2020,80+,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,0-19,זכר,29493,1246,0,,,,
18/10/2020,24/10/2020,0-19,לא ידוע,36,7,0,,,,
18/10/2020,24/10/2020,0-19,נקבה,16187,1044,0,,,,
18/10/2020,24/10/2020,20-24,זכר,9392,356,0,,,,
18/10/2020,24/10/2020,20-24,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,20-24,נקבה,8645,351,0,,,,
18/10/2020,24/10/2020,25-29,זכר,6678,244,0,,,,
18/10/2020,24/10/2020,25-29,נקבה,9813,290,0,,,,
18/10/2020,24/10/2020,25-29,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,30-34,זכר,6530,229,0,,,,
18/10/2020,24/10/2020,30-34,נקבה,10018,262,0,,,,
18/10/2020,24/10/2020,30-34,לא ידוע,15,0,0,,,,
18/10/2020,24/10/2020,35-39,זכר,5985,203,0,,,,
18/10/2020,24/10/2020,35-39,לא ידוע,23,7,0,,,,
18/10/2020,24/10/2020,35-39,נקבה,9743,227,7,,,,
18/10/2020,24/10/2020,40-44,לא ידוע,19,7,0,,,,
18/10/2020,24/10/2020,40-44,נקבה,9616,222,0,,,,
18/10/2020,24/10/2020,40-44,זכר,5377,182,0,,,,
18/10/2020,24/10/2020,45-49,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,45-49,נקבה,10231,215,0,,,,
18/10/2020,24/10/2020,45-49,זכר,5222,202,7,,,,
18/10/2020,24/10/2020,50-54,זכר,4477,147,7,,,,
18/10/2020,24/10/2020,50-54,נקבה,9462,191,7,,,,
18/10/2020,24/10/2020,50-54,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,55-59,זכר,4189,140,7,,,,
18/10/2020,24/10/2020,55-59,לא ידוע,15,0,0,,,,
18/10/2020,24/10/2020,55-59,נקבה,9132,149,7,,,,
18/10/2020,24/10/2020,60-64,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,60-64,זכר,4163,124,7,,,,
18/10/2020,24/10/2020,60-64,נקבה,7546,128,7,,,,
18/10/2020,24/10/2020,65-69,נקבה,5726,102,7,,,,
18/10/2020,24/10/2020,65-69,זכר,3697,111,7,,,,
18/10/2020,24/10/2020,65-69,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,70-74,לא ידוע,7,7,0,,,,
18/10/2020,24/10/2020,70-74,זכר,3205,75,20,,,,
18/10/2020,24/10/2020,70-74,נקבה,4403,80,7,,,,
18/10/2020,24/10/2020,75-79,זכר,1922,47,15,,,,
18/10/2020,24/10/2020,75-79,נקבה,2511,50,7,,,,
18/10/2020,24/10/2020,75-79,לא ידוע,7,0,0,,,,
18/10/2020,24/10/2020,80+,זכר,3608,90,62,,,,
18/10/2020,24/10/2020,80+,נקבה,7495,144,43,,,,
18/10/2020,24/10/2020,80+,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,0-19,זכר,24891,773,0,,,,
25/10/2020,31/10/2020,0-19,לא ידוע,52,7,0,,,,
25/10/2020,31/10/2020,0-19,נקבה,15799,599,0,,,,
25/10/2020,31/10/2020,20-24,זכר,8307,209,0,,,,
25/10/2020,31/10/2020,20-24,לא ידוע,7,7,0,,,,
25/10/2020,31/10/2020,20-24,נקבה,7946,280,0,,,,
25/10/2020,31/10/2020,25-29,זכר,6541,181,0,,,,
25/10/2020,31/10/2020,25-29,נקבה,9865,229,0,,,,
25/10/2020,31/10/2020,25-29,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,30-34,זכר,6691,132,7,,,,
25/10/2020,31/10/2020,30-34,נקבה,10621,167,0,,,,
25/10/2020,31/10/2020,30-34,לא ידוע,16,0,0,,,,
25/10/2020,31/10/2020,35-39,זכר,6183,126,7,,,,
25/10/2020,31/10/2020,35-39,לא ידוע,20,0,0,,,,
25/10/2020,31/10/2020,35-39,נקבה,10140,180,0,,,,
25/10/2020,31/10/2020,40-44,לא ידוע,24,7,0,,,,
25/10/2020,31/10/2020,40-44,נקבה,9834,165,7,,,,
25/10/2020,31/10/2020,40-44,זכר,5489,124,7,,,,
25/10/2020,31/10/2020,45-49,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,45-49,נקבה,10047,169,0,,,,
25/10/2020,31/10/2020,45-49,זכר,5171,126,7,,,,
25/10/2020,31/10/2020,50-54,זכר,4458,106,7,,,,
25/10/2020,31/10/2020,50-54,נקבה,9108,152,0,,,,
25/10/2020,31/10/2020,50-54,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,55-59,זכר,4155,101,7,,,,
25/10/2020,31/10/2020,55-59,לא ידוע,15,0,0,,,,
25/10/2020,31/10/2020,55-59,נקבה,8789,123,7,,,,
25/10/2020,31/10/2020,60-64,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,60-64,זכר,4072,99,7,,,,
25/10/2020,31/10/2020,60-64,נקבה,7117,89,7,,,,
25/10/2020,31/10/2020,65-69,נקבה,5333,71,7,,,,
25/10/2020,31/10/2020,65-69,זכר,3784,74,7,,,,
25/10/2020,31/10/2020,65-69,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,70-74,לא ידוע,7,0,0,,,,
25/10/2020,31/10/2020,70-74,זכר,3166,51,7,,,,
25/10/2020,31/10/2020,70-74,נקבה,4273,57,7,,,,
25/10/2020,31/10/2020,75-79,זכר,1731,32,7,,,,
25/10/2020,31/10/2020,75-79,נקבה,2334,36,7,,,,
25/10/2020,31/10/2020,75-79,לא ידוע,7,0,0,,,,
